LLHold,LLLatency,LRHold,LRLatency,LSHold,LSLatency,RLHold,RLLatency,RRHold,RRLatency,RSHold,RSLatency,SLHold,SLLatency,SRHold,SRLatency,SSHold,SSLatency,LLHoldStd,LLLatencyStd,LRHoldStd,LRLatencyStd,LSHoldStd,LSLatencyStd,RLHoldStd,RLLatencyStd,RRHoldStd,RRLatencyStd,RSHoldStd,RSLatencyStd,SLHoldStd,SLLatencyStd,SRHoldStd,SRLatencyStd,SSHoldStd,SSLatencyStd,LLHoldSkew,LLLatencySkew,LRHoldSkew,LRLatencySkew,LSHoldSkew,LSLatencySkew,RLHoldSkew,RLLatencySkew,RRHoldSkew,RRLatencySkew,RSHoldSkew,RSLatencySkew,SLHoldSkew,SLLatencySkew,SRHoldSkew,SRLatencySkew,SSHoldSkew,SSLatencySkew,LLHoldKurt,LLLatencyKurt,LRHoldKurt,LRLatencyKurt,LSHoldKurt,LSLatencyKurt,RLHoldKurt,RLLatencyKurt,RRHoldKurt,RRLatencyKurt,RSHoldKurt,RSLatencyKurt,SLHoldKurt,SLLatencyKurt,SRHoldKurt,SRLatencyKurt,SSHoldKurt,SSLatencyKurt,LHold,LLatency,RHold,RLatency,SHold,SLatency,LHoldStd,LLatencyStd,RHoldStd,RLatencyStd,SHoldStd,SLatencyStd,LHoldSkew,LLatencySkew,RHoldSkew,RLatencySkew,SHoldSkew,SLatencySkew,LHoldKurt,LLatencyKurt,RHoldKurt,RLatencyKurt,SHoldKurt,SLatencyKurt,LRHold_Diff,LLRRLatency_Diff,LRRLLatency_Diff,HoldMean,LatencyMean,Parkinsons
68.68314607,261.6006742,68.9972973,242.8014553,72.04503817,222.4580153,69.96136364,253.1754545,72.55577396,261.0324324,69.80434783,244.751087,68.09082569,241.987156,69.27349398,183.3662651,31.3,406.3,18.04613729,140.3041024,15.5731183,140.1716456,18.13795516,123.2880398,17.00424195,161.6168453,14.65968836,125.5465928,16.93395648,111.0744226,16.54022337,154.5314322,11.74825451,108.525652,34.58121661,160.1077244,0.008412172,1.81342027,-0.383818344,1.476695249,0.119325541,2.415006063,-0.017847594,1.381727071,0.051120365,1.814065362,-0.334103234,2.781207855,-0.282853387,1.511578677,0.148917501,2.463333943,0.867499203,0.604981703,0.744343653,3.33122857,1.004920041,2.140992683,0.697515748,6.977041766,0.410935794,1.121050113,1.264097652,3.64090799,0.526363135,8.903996802,1.935168234,2.274211167,-0.223266413,10.01505794,5.208461197,2.137050641,69.18400402,255.7204225,70.51246138,245.3626159,70.94285714,232.4348214,17.42724874,151.6102214,14.98835559,133.2323002,17.80727777,118.9628425,-0.032472619,1.538824188,-0.197352535,1.60607528,-0.05068464,2.435674004,0.712746239,2.001308312,1.186156432,2.874068555,0.628117813,7.092294172,-1.328457356,0.568241725,-10.37399924,69.95326633,248.743079,1
180.0568421,498.7891228,150.5546784,546.8090643,163.6522876,433.2235294,192.6598958,622.6296875,133.9864615,503.4286154,139.958,523.096,200.9069767,600.9976744,132.9265306,632.5367347,142.6,251.95,62.33918407,195.8539481,44.50806667,137.089428,44.10092356,149.8757151,57.95078257,133.2758396,40.36756813,182.659566,43.42163772,119.7247314,69.90146941,146.9349491,38.40834206,100.3431336,106.8115162,103.1043646,0.401499006,-0.330001423,0.388498893,-0.242735036,1.512097724,0.753357913,0.453361223,-1.110013396,0.56353579,-0.407930308,0.239701597,0.639292755,0.598602735,-1.53877027,0.596674263,-0.24995696,1.571682469,1.451692064,0.470126145,-0.890976238,1.426261457,-0.321440462,5.211010629,-0.4920607,0.570705954,1.710421286,1.829326149,-0.645718315,0.468207712,-0.614091495,-0.116274946,4.660894304,-0.380600506,-0.371810256,2.693311174,1.675885576,186.4344231,552.9667308,141.8277933,532.9850559,154.1050584,465.3719844,61.74046296,181.3075544,43.03523645,161.0146096,46.39324538,147.0919225,0.428769702,-0.745740687,0.501790406,-0.514625344,0.924175588,0.446072907,0.447853565,-0.178893515,1.400578508,-0.176039859,3.270158657,-0.654229088,44.60662978,-4.639492578,-75.82062317,159.477294,528.3058272,0
91.06315789,265.3275082,86.86852818,250.1880219,109.8657372,286.9202741,93.93718134,225.7404521,86.0105396,266.1350899,116.023204,301.0412356,98.06054254,312.6815043,84.5828125,309.1111328,119.6979381,300.2453608,24.87160374,120.4485924,23.82393143,151.2994279,22.74301603,128.8278368,25.45104076,137.7807471,24.69729369,123.5107388,23.44636875,150.8755692,25.56093462,165.7248412,22.3261284,171.3506177,56.68591275,142.4826919,0.734238811,1.797672466,0.888367034,1.632409604,0.354811258,1.897452115,0.756300025,2.065642681,1.377632973,1.929283971,0.358940642,1.426285531,0.347710857,1.013492889,0.682623154,0.973816633,1.253701053,1.539515495,2.308495682,3.794062348,2.037480503,2.071998952,1.375111188,3.731967982,1.83861987,4.197446105,6.750660489,4.197150836,0.533437331,1.422227091,1.111469405,0.398530415,1.251226013,0.220074383,2.670747961,2.095803027,93.25217963,257.0792183,86.23805607,264.0040374,112.5078779,292.7313454,25.31918497,138.2484532,23.99825724,145.0799127,24.73003054,138.2542935,0.679192066,1.674940411,1.079750081,1.591316824,0.786020652,1.682664521,1.854209105,2.803725247,4.060517256,2.228604986,4.529428653,2.584949759,7.014123557,-0.80758171,24.44756978,93.8415866,265.3443522,1
131.284466,358.3582524,114.2136605,478.7618037,136.3435845,354.3144603,137.6362994,454.3258475,114.4561433,383.1527304,137.1792517,476.0778912,122.2190722,430.1801546,107.35,484.0779412,93.58209877,228.4987654,40.22570889,121.1243981,26.12832743,128.4298262,35.20002978,104.9838107,30.27537119,135.0901482,32.56098927,137.1049946,28.33219466,131.7832703,36.69355318,142.5499968,27.93995409,149.1083015,29.74737925,130.2601086,1.330834993,0.929307913,-0.115638574,-0.016937925,0.206661007,1.219767873,-0.023517997,0.386974834,-0.143022651,0.612638534,0.247742652,0.291757511,1.026336408,0.782633633,0.401045543,0.194099981,0.895914963,2.408665205,8.932102035,2.038724583,1.25587473,-0.317252382,3.650120314,2.406251039,0.867908912,0.008104718,0.30453804,0.319030319,1.310548922,-0.4155758,5.053180087,0.127383574,2.434315828,-0.754318312,0.646776702,5.498219065,131.7240018,401.3425303,113.3988342,443.1773316,129.287962,370.5935586,37.06474881,136.9349014,29.0415328,142.5113965,36.1182247,145.0130721,0.979124476,0.704321401,-0.062660262,0.189139645,0.132393812,0.621730575,7.14609871,0.575929264,0.914581422,-0.425083699,1.662123559,0.033999129,18.3251676,-24.79447795,24.43595626,125.2407415,408.8581356,1
74.89611901,177.8173712,74.43139454,139.9495583,71.46512189,131.7372143,70.42986913,145.7192552,74.33181354,176.7615109,68.90103009,155.3876389,70.32796182,173.1042532,76.10888889,177.2154684,77.33409091,272.9181818,28.84644422,85.5523712,22.50809437,85.2283656,15.09925683,60.79025741,23.24060724,93.08327174,25.73272579,83.49438288,18.05583464,64.44426524,24.98328929,126.4072452,21.92014369,109.4080924,26.55363982,158.5481253,0.076115768,1.83622533,-0.091807833,3.127226353,-0.057244812,3.992804872,0.079327902,2.885699491,-0.276194327,1.269698401,-0.062286404,3.411964562,0.154602205,2.362481742,-0.587855771,2.544272511,0.153494474,1.649041368,0.743100078,8.085961218,3.908657442,14.46468736,1.144576812,28.41201688,0.789411152,11.62146802,0.305559507,6.439111044,1.573890674,25.09883679,0.763974768,6.347465558,1.147430357,8.63834954,1.152708418,2.231774721,72.1522762,165.0588268,74.70650387,161.675948,70.49887344,141.3172947,26.07647265,100.811221,23.75638957,91.43646114,16.40004859,64.2966426,0.141129237,2.433336511,-0.265985307,2.29231325,-0.090841593,3.629797749,0.889043607,8.874099137,1.67205899,9.573731693,1.548728317,25.16720642,-2.554227663,1.055860287,-5.769696884,72.77505976,159.1841862,1
110.2485222,285.4806897,102.7287443,346.5033787,105.7301149,246.9647126,110.2161163,342.2159685,102.2381132,301.6528302,101.6315457,295.5747634,106.464645,362.258284,100.0986333,448.3626424,141.6666667,303.1233333,34.38630891,145.8673867,31.2121747,175.6101022,38.62956426,126.3001431,31.86681622,161.5879907,32.11829388,150.4114903,35.25114116,112.4170455,36.0141212,181.7995984,31.79722207,183.9111344,60.44583402,153.0526429,1.194723536,1.272793574,1.384548757,0.550651465,1.125609161,2.213147269,0.376409438,0.56915904,2.753421954,1.169513669,1.363979542,1.887179896,0.679835681,0.430134613,0.838903357,-0.248665859,3.543163714,1.50319851,4.618688474,1.261376535,5.256289087,-0.582428685,1.285560573,4.936682045,2.727447325,-0.338309864,18.78661315,0.870378894,2.051697059,4.290724371,3.08600983,-0.601647969,4.07191767,-0.857925181,16.63481853,1.408884516,109.6944245,320.7536642,102.2465105,339.8742273,104.7389831,268.153455,33.59297477,161.2283764,31.64005609,172.5800375,38.20154511,123.6670111,0.798389193,0.817366926,1.888359165,0.676162175,1.463230522,1.919378315,3.7135558,0.01121618,10.80160498,-0.440525391,4.160239841,3.981096261,7.44791403,-16.17214053,4.287410262,106.0486042,320.366832,1
133.6631162,189.1230078,96.7000815,186.4209943,103.4848777,353.4587668,132.2179317,149.9682163,103.0462333,186.7353422,101.6446491,318.2876556,92.16726168,178.1945689,93.0492437,191.4859384,116.3045181,231.6328313,67.30515923,133.9882816,48.26132312,148.3710839,28.8136086,172.925232,67.32199078,116.4526774,48.65503347,123.5305632,26.7426151,150.2971493,51.93349536,137.5271454,48.29926039,137.9058341,31.37350005,109.1253188,0.161548623,1.878306544,-0.082184241,1.850759479,-1.02885005,0.620715944,0.229361839,2.630045378,0.241843966,2.052752903,-0.046996049,0.970285951,0.302048643,1.946116243,0.015376058,1.700718073,0.828955235,2.407076815,-0.214124527,4.019293633,-0.745151053,3.177074929,2.209973964,-0.334426864,0.354409866,8.042440782,2.955673809,5.097898246,2.752452639,0.819312453,-0.270085237,3.963909436,-0.798049192,3.087505711,2.759846741,6.342965133,126.4979061,172.3964597,98.52782906,187.2566927,103.591495,332.271701,66.79957699,129.4185987,48.54744579,138.1709687,28.41235511,164.071257,0.268256483,2.11160095,0.054392406,1.899981532,-0.505955251,0.823057336,0.026861978,5.032218183,0.673467867,3.770275841,2.551962056,0.111623452,27.97007701,2.387665567,36.45277798,112.7624483,202.2537281,0
146.9384958,268.2241656,130.6365724,260.6560071,138.658032,307.6536585,160.1987938,246.9696152,120.2920067,271.4178871,129.5563438,376.6102319,128.2266217,257.1313395,118.84725,302.571625,105.4730433,230.2392379,68.6123708,120.100295,52.64026222,133.6982779,37.6532804,128.1104967,71.35756075,110.9794671,50.86342658,112.1084075,40.99959254,127.6383912,72.51530907,146.2318581,51.7761415,150.6712194,31.55342593,96.72593865,0.195264665,1.545966645,0.376713823,1.670734826,0.239404139,1.418346524,0.00233698,1.848754318,0.718444088,1.848062128,0.239343711,0.840254659,0.612566912,1.606075425,0.360862604,0.958948429,1.379604837,2.681248764,-0.172141566,2.851348697,0.401708111,2.710105791,0.683689425,1.714239293,-0.494207786,4.179247566,1.693114348,4.583096441,0.80574389,1.446963001,0.559683454,2.301627258,0.529872158,0.717642338,6.259491098,9.764532374,147.1076135,258.5292174,124.1196874,272.9689293,135.1868887,333.951873,71.41975578,124.061525,52.00280346,129.527586,39.20303222,132.2125942,0.214859913,1.664685128,0.509735429,1.550656544,0.206475562,1.090315033,-0.237976599,3.137452467,0.877111467,2.65842849,0.731341726,1.135125156,22.9879261,-3.193721534,13.6863919,136.4381764,276.7008082,1
124.5390717,256.8481539,136.4844466,229.3925442,156.0562292,233.2105066,134.7993232,249.6864437,127.1147942,234.334898,156.896058,260.7253218,121.2638571,224.8503439,126.3586386,229.3447381,137.4428362,195.1463079,74.95910077,104.0841282,76.50912782,112.8785226,88.09038364,91.99988651,81.47705061,119.7883545,68.34601524,103.5725307,86.25098241,113.0448223,70.35763118,114.8384306,67.37972667,112.1147175,98.77334791,87.96344165,1.217619868,0.206285123,0.80823788,0.413989603,0.664981839,0.410969063,1.009522857,0.246393464,0.948085249,0.238058636,0.655230567,0.20085751,1.534108927,0.375285277,0.731179272,0.321208631,1.047520107,0.039165458,2.139329714,-0.492178788,1.30635904,-0.552261278,0.453555648,0.141533624,1.306536769,-0.887456901,1.927980757,-0.352641096,0.486991049,-0.777173292,20.6282108,-0.637777571,2.178526767,-0.521860498,0.75461226,0.755137323,127.803463,247.8459071,131.1273898,231.3649813,155.25327,239.74489,76.86004662,113.0181713,72.07349614,109.1475385,88.27393118,100.3507029,1.19032193,0.238712599,0.868122197,0.333163376,0.681299373,0.379021798,4.331197204,-0.696591921,1.690824488,-0.475337439,0.467799005,-0.15405837,-3.323926827,22.5132559,-20.29389957,134.0500581,240.3668675,1
102.804,243.44,96.16153846,278.8461538,130.2222222,286.4555556,108.9555556,286.8944444,105.4777778,171.4444444,154.7,409.4,151.56,439.08,130.5714286,429.6857143,118.2644407,277.5422224,54.76637107,174.4514355,39.7536694,205.4483091,34.94323174,154.296963,60.54510445,175.9746488,37.34677804,157.798849,24.96287243,91.19246131,47.72429151,250.8899799,37.92082604,120.187845,45.59726391,128.2512622,-0.382604223,0.881920403,0.23754677,0.815296986,0.045122088,-0.091322647,0.367930513,0.310621007,-0.17007187,1.969599201,-1.078725641,-0.673513542,-0.709618547,0.471164946,1.160393879,0.581255221,1.543142548,1.893293392,-0.907158799,0.320330314,-0.466887085,-0.52935799,-1.424331243,-1.993416888,-0.185700043,-1.155750849,-0.716067005,5.824911967,-0.661693591,-1.33346016,-1.860121886,-0.138593117,1.932926784,-0.344406803,6.94334787,5.269960036,110.1895833,280.1145833,106.9131579,255.7578947,138.9642857,330.3642857,57.12261258,188.4667,39.16745871,191.9410546,33.0345881,144.730437,-0.082172282,0.716694533,0.125297971,0.776599674,-0.381727101,-0.55675746,-0.628875294,-0.097341726,-0.192003045,-0.240612811,-1.232403585,-1.196399094,3.276425439,71.99555556,-8.048290598,112.973,277.894,1
