LLHold,LLLatency,LRHold,LRLatency,RLHold,RLLatency,RRHold,RRLatency,LLHoldStd,LLLatencyStd,LRHoldStd,LRLatencyStd,RLHoldStd,RLLatencyStd,RRHoldStd,RRLatencyStd,LLHoldSkew,LLLatencySkew,LRHoldSkew,LRLatencySkew,RLHoldSkew,RLLatencySkew,RRHoldSkew,RRLatencySkew,LHold,LLatency,RHold,RLatency,LHoldStd,LLatencyStd,RHoldStd,RLatencyStd,LRHold_Diff,LLRRLatency_Diff,LRRLLatency_Diff
97.65414012738846,406.71624203821693,107.13801652892556,411.71818181818213,100.91794871794869,430.2589743589746,96.40078431372542,365.73647058823553,25.840600074254343,162.6060847841673,26.39753778345192,196.20074887451665,22.969831363240953,178.1543845866315,46.56618606265494,155.3459044925624,0.4437509820719149,0.3777018333502094,0.472153051408476,0.2495317757507036,-0.11515573803689469,0.2839942366185199,8.313726440323567,0.5755227557045761,99.04781021897814,416.7691605839415,101.62897384305849,388.12595573440603,24.686839612244825,169.66172424636142,38.44316192961358,177.7399106476605,-2.5811636240803466,40.9797714499814,-18.540792540792495
64.45294117647057,390.05882352941177,66.23333333333333,600.4333333333334,68.5,536.407142857143,64.34117647058824,394.6470588235294,10.799196593211157,199.16259393653573,9.786570885502726,185.71359833372628,13.359237656738904,78.44336971820657,13.390624463758652,220.78294238246494,-0.4214895161600588,0.396361161597906,-0.12137639173457049,-0.937016061556239,0.03365852017298669,0.67979567090984,0.4340027433162414,0.2751150914037611,66.28064516129031,456.15161290322584,65.12413793103448,479.79999999999995,11.988617361337342,171.18013878361737,11.87385047586303,228.1292616040301,1.1565072302558264,-4.588235294117624,64.02619047619044
143.39952830188685,347.88254716981146,105.32588652482274,313.54148936170185,163.7,310.79945355191256,106.20875000000001,322.1708333333335,51.11537224159969,101.97774744313567,24.333537993381356,97.68066944661581,51.26250691669903,98.03812697292364,30.863532232424802,82.90132653175847,0.46112369904269473,-1.3422998331520954,3.3730086979237477,0.008292493353217481,0.20030886863979808,0.03778858547987308,2.3823330130232647,-0.2866347587482591,152.8045569620255,330.7022784810128,105.73180076628367,317.5090038314178,52.113722575769216,101.74417091210826,27.504958621426265,91.19991968547566,47.07275619574182,25.71171383647794,2.742035809789286
144.31497975708533,528.6704453441284,180.6327433628317,575.478761061947,156.39170984455947,501.2740932642491,159.27777777777774,493.77962962963,42.482347823202936,137.54254815417104,60.62829290391145,148.44889058631748,57.12990618682454,143.40445662360736,52.05996691353884,163.59790085607256,0.6097195133825977,-0.19325138420778346,0.40095782024838605,-0.2630416850306051,0.5001520342223703,0.36041606280409244,0.01959315991490568,-0.3707585499194151,147.70771470160167,520.9739446870442,166.6124620060792,521.8404255319147,47.32859282097994,139.65368674333544,55.98950791589391,163.02831689861114,-18.904747304477524,34.890815714498444,74.20466779769794
124.28520730850298,300.32315530569286,127.42173112338864,335.50828729281784,125.79549180327886,321.13150614754124,124.94185544768091,332.6210355987055,21.62619308839518,81.74901489023497,19.572948204702733,81.2198556370676,20.59529687505226,88.46750703686784,20.754468462319252,90.87639476526596,0.3972218005227242,0.36216494736963817,0.28148034621024143,0.029141018399424685,0.9893041088508172,0.1440578448636765,0.4279893819970864,-0.04896444102838123,124.89964568570204,308.7887453105472,126.10169394200354,333.9714039621025,21.22363608487626,85.15359423819825,20.245448499670847,86.4940907163256,-1.2020482563014951,-32.29788029301261,14.376781145276595
180.05684210526329,498.7891228070179,150.55467836257336,546.8090643274849,192.6598958333333,622.6296875000005,133.9864615384616,503.4286153846149,62.33918406808252,195.8539481373515,44.50806666860062,137.0894279898003,57.95078256580399,133.2758396265958,40.3675681319186,182.65956599368909,0.4014990061134818,-0.3300014231751047,0.38849889323527975,-0.24273503601321805,0.45336122262847983,-1.1100133956332705,0.5635357897771109,-0.40793030776093125,185.12976939203372,548.6368972746327,142.48170914542786,525.6716641679146,60.86437390691834,183.6023376311701,43.30951072220002,162.24905657056127,42.648060246605866,-4.639492577596968,-75.82062317251564
131.28446601941758,358.35825242718334,114.21366047745373,478.7618037135269,137.63629943502846,454.3258474576258,114.45614334471016,383.1527303754263,40.22570889380055,121.12439811699701,26.12832743247138,128.42982623025617,30.275371188016237,135.0901482079472,32.56098926666482,137.10499464510715,1.3308349927125172,0.929307913167427,-0.1156385735340538,-0.016937924804803408,-0.023517997086265716,0.3869748336087825,-0.14302265095308211,0.6126385343366854,133.7272134709396,395.2648560564919,114.31970149253712,436.95067164178977,36.84066947685368,134.97765357761614,29.105562550517288,140.49677595878728,19.407511978402482,-24.794477948242957,24.43595625590109
74.8961190053292,177.81737122558513,74.43139454094204,139.9495583126607,70.42986913009962,145.71925519631083,74.33181353506384,176.7615109384665,28.846444224242244,85.55237119811709,22.508094368054966,85.22836559921446,23.24060724466474,93.08327174360805,25.73272578893985,83.4943828773843,0.07611576792232912,1.836225329936934,-0.09180783282002565,3.1272263527683863,0.07932790223601491,2.885699491094523,-0.2761943269688571,1.2696984014312462,72.7525170884968,162.4116986883339,74.38233872186905,158.08394520823336,26.399280372666738,90.6735147909618,24.149928758374,86.36038732473688,-1.629821633372245,1.0558602871186338,-5.769696883650113
133.66311616228262,189.12300779701647,96.70008149959087,186.4209942950294,132.21793168880416,149.9682163187844,103.04623331898212,186.735342229875,67.3051592291271,133.98828159232175,48.26132312465436,148.37108390325415,67.3219907777657,116.45267735105948,48.655033468555764,123.53056315648378,0.16154862298209977,1.8783065442688747,-0.08218424124567528,1.8507594786403296,0.22936183878950878,2.630045378167431,0.24184396638069627,2.052752903152406,133.0051832121594,171.2974443884586,99.43491327335052,186.55646043966902,67.31424694745432,127.79922689310902,48.53100034316569,138.20871553678307,33.57026993880889,2.3876655671414824,36.45277797624499
127.29682593856556,310.29849829351804,126.60002719608308,309.0566222463999,136.02896379525492,266.22051602164106,132.0962396430853,320.30956022944946,38.85926353838148,92.24830030214753,38.19720872817619,103.16420269632033,37.97710353694346,121.65792339231324,43.69598051324086,97.23313054992308,0.5426376790014912,0.07918382854214247,0.491505024938799,-0.19391500979019582,0.24178487868428028,0.36457214136908067,0.5303324376428208,-0.18150073919479015,131.23144571535906,290.43737108569604,129.68574666031034,315.3743201335844,38.70535066882077,108.73449496002993,41.46185259838971,100.02766161681156,1.5456990550487149,-10.011061935931423,42.83610622475885
